customer_id,device_id
fd00294d-3bf3-47cd-857e-4da9b6a5d6b8,0aacdc25-236f-4345-ae20-6e56d699051e
ab3fd93e-93e7-4678-8cef-ec10261a0f12,0aacdc25-236f-4345-ae20-6e56d699051e
68a10bdb-1480-41d9-811b-3c30f775459b,0dcb4c30-6d68-4fe3-83c8-58ab5abdf851
0ed5f1c4-5e71-4b3e-8e9e-8eb6c8b4b9f5,0dcb4c30-6d68-4fe3-83c8-58ab5abdf851
dd32e031-fd7b-442f-93b8-6c8b8df80261,9bc9c2a8-d422-459c-872c-63fcaceb2abf
21b322d7-11a3-4911-9049-5f1e069a2aa8,9bc9c2a8-d422-459c-872c-63fcaceb2abf
c066a1f8-e50b-4b91-bc72-270742204e39,ccf1fe9a-167b-48e9-9ec1-8ad59b12fe9c
ef03ed41-03f3-4756-9d93-006229977469,ccf1fe9a-167b-48e9-9ec1-8ad59b12fe9c
bfa1f931-e8ba-4572-a798-9caa44a4eaaa,fc114aad-2333-4f1f-b121-5e8b3bb30479
f9e9acd2-fab8-4d82-ba24-9e052072fac1,fc114aad-2333-4f1f-b121-5e8b3bb30479
4baccf83-dad3-4382-b474-b1376424fdfd,396b977f-ef98-4e3c-90e9-1400c34b423b
68754505-e883-465a-9bc1-43a230b3a4b6,b4989f48-795d-47ac-959b-1f4916208579
e517cebb-774b-4890-8feb-fe6bf2fe952b,d559ef38-bf37-471d-8e26-5f059824f907
fd8d54d3-b879-4dfe-a6a7-a2057568d282,d559ef38-bf37-471d-8e26-5f059824f907
83f79f57-7928-4b4e-92b1-8030d988553d,03c03a50-9f71-4bed-8216-ad4b5be67d8f
dac3fecc-ead3-4c06-95fe-fefeff2ac559,03c03a50-9f71-4bed-8216-ad4b5be67d8f
19cd6492-9f2b-4104-908d-93bd0bae880a,d551b68c-770a-4341-8707-03d5e65beecb
e060d66b-7c0f-4826-b363-90c0cbb1e7d5,d551b68c-770a-4341-8707-03d5e65beecb
6536fcb3-7b1b-4669-9fc3-498febb7f3a4,a82ef261-8600-4f46-8cc6-04fd22654f88
d7e94dca-2746-4cd5-817f-065090e938ae,a82ef261-8600-4f46-8cc6-04fd22654f88
0c07a988-b9ef-4cc2-a82a-95ae04827bc3,07abc31b-f16c-4557-9c09-7dbec5a7056c
d6daf440-27d0-43d7-8d4a-803d855a4d8c,07abc31b-f16c-4557-9c09-7dbec5a7056c
a0dcc4df-fbd2-42d0-934d-cae17f35d9be,fb1e4d72-819e-4b92-8c22-2cc5e3ac307e
261a178f-151e-4159-9675-230c4fb4bc6a,fad0e0e2-f8f8-4cb8-b24e-ad39b0ce3cb4
c55b53fd-90c2-4931-8236-faef0dbd2e81,fca1b63b-4d0b-429a-a3cf-863dca42a98d
b590c669-68d7-49dc-84b4-e5c1ae620ebf,fca1b63b-4d0b-429a-a3cf-863dca42a98d
77076cbb-5e64-4ed2-a753-6c421189b14e,91302320-0e1c-4b13-8b48-ae9446933228
67d81c9c-b461-46e6-9e9f-6e5e34a583bd,62eec8f0-850a-4d8e-8054-fadc6b0de574
86bba5ef-3c28-482f-8f08-fd789f5363c5,a234e3fa-757a-4a35-bd54-668f260b698d
50270f47-42c5-4d44-b5c6-2f539fa7a9bb,a234e3fa-757a-4a35-bd54-668f260b698d
db4c7161-4f2f-4fa9-9ae7-07c942d93df4,a8ae718c-34e8-48f0-880b-ed604733223e
b34408bf-c9d5-4f17-8e91-fdd761379943,a8ae718c-34e8-48f0-880b-ed604733223e
49681815-47cc-4ca4-998e-587f3b6bc45d,98a8f355-4c29-4fe4-b1dc-8ebac9584726
b22342ee-be53-439f-b936-1ffdbede9d41,98a8f355-4c29-4fe4-b1dc-8ebac9584726
91b4bec9-39e0-4032-9a2b-1a98694df0e8,fc62127c-3240-4587-9ef7-967c9205c33c
2b342507-b70d-46fd-90d2-c56a3db3f03b,fc62127c-3240-4587-9ef7-967c9205c33c
d3c5b7f8-92bb-4d21-84f7-bdf5b6940aae,6e66fa97-358f-426d-ba28-297ca953da94
269303bc-fb35-4b8b-9a9a-2f693a2be19d,6e66fa97-358f-426d-ba28-297ca953da94
7b7e842d-0c6d-49b4-b581-bf3a0187d097,2f90bdf4-a0dd-4edc-92cc-ecd7770b694a
63debf21-0fc2-44dc-8cf5-a86307cafdbf,2f90bdf4-a0dd-4edc-92cc-ecd7770b694a
3c28076b-3bfe-4376-9a9e-2b321764261e,8b027ffc-e02d-4317-a7af-c759a133074f
8e83342d-76cf-4b08-8a34-3b41aa0fd2d5,8b027ffc-e02d-4317-a7af-c759a133074f
a69836a2-532a-4b31-a5ab-2826950baa77,8f36a9f5-7cc6-4a70-9500-5d3f00126919
d769b44e-e8eb-4953-a518-9e51c4f18f23,8f36a9f5-7cc6-4a70-9500-5d3f00126919
8d214d8c-a2ac-4acf-8b07-bb29760be01c,30353936-9ed5-44aa-9fce-723a418399f0
f8e70692-719f-44f5-9e58-1818b45babea,30353936-9ed5-44aa-9fce-723a418399f0
afd7cfc0-572a-4f20-9c6f-e675a8fa4163,64fd64b6-4eef-4c47-9851-6d010972a00d
430f7a78-f784-490a-8da5-3af4ccba2ff2,64fd64b6-4eef-4c47-9851-6d010972a00d
d1e9b6e6-9cb1-4cfd-a7e4-715d6e6ab446,ff4d29e7-f24c-4a37-bef9-be6dc199a155
1d26215c-76ef-4f06-9efa-385ccb7b55fe,374273cb-1526-4f83-814c-c24ffa899673
d7ae52c4-bb74-4181-9dbb-686162d14fa0,45da12ef-2e05-44da-aa0b-d0e776213939
8d17c175-76bd-4c6d-b740-183255ade739,45da12ef-2e05-44da-aa0b-d0e776213939
fd42f897-71c2-453b-8e33-3f3ec4333a2d,a16668f8-2217-47bd-9e52-e35dd0409a62
8fefafec-9fbe-46d3-bf48-2e16b4235ee2,a16668f8-2217-47bd-9e52-e35dd0409a62
51f4a6b6-69ec-49a3-a894-9dce98562256,2f47cd10-a1ac-4282-aa99-4c763ec164ee
55ad2903-fcdb-4efb-b4d0-1d57a26f44ee,2f47cd10-a1ac-4282-aa99-4c763ec164ee
e8982587-9c42-41be-ab7d-6b8e22e5e939,9b840906-a33d-4dda-86b4-053fdc194ee1
74465351-b7f9-4952-b74f-1ddcc32d08a6,9b840906-a33d-4dda-86b4-053fdc194ee1
65c1cf87-2b55-40cc-9bfe-75f8f676908b,284f20bc-009a-4411-b12e-7f4f7ddfa16c
0db43625-f537-422d-a171-ae9a5f45fd4b,284f20bc-009a-4411-b12e-7f4f7ddfa16c
73cf7638-7723-49b1-81fb-644458a2cf8b,487b2829-bc48-4b82-b556-a310f7bbf279
23c727bd-a071-4307-b037-1a8f31f07722,487b2829-bc48-4b82-b556-a310f7bbf279
a068e908-d8e6-49fa-9188-43a4170297c0,50a42523-5fd2-4af3-8597-b0153f4342db
ed4b240e-7536-48b0-b793-310dfcbc6bf4,50a42523-5fd2-4af3-8597-b0153f4342db
ca2e1490-6a5f-431d-9c1a-ebca2d8e9c36,2cb2945f-af59-4f37-9a9a-00b6d340f03c
f6291914-7199-4acd-9685-dd47adbc38f6,2cb2945f-af59-4f37-9a9a-00b6d340f03c
7415843e-480f-4daa-b251-4c5f8c740b17,416cdee7-e92c-497e-a8de-db75e51898c0
670b936c-1c7f-4832-ae2b-45e7aefb1e3e,849a8bcf-031d-4984-b7dc-b32b56c8f929
9b9e6d45-5f31-4cff-82f5-36283f0dc2af,a7311110-e757-4085-af33-af71f4809031
bc1bbee6-7165-4de3-af8c-a14b2fa6f392,a7311110-e757-4085-af33-af71f4809031
970a47f8-66f0-45ec-89ca-def508194e59,429b7bcc-d49b-4906-a898-0607b3956001
