customer_id,abuse_group_id
088a196b-1e5c-4f9e-9b33-99e25a15af9f,
22ff2b3e-9ab5-4777-accb-380e415e440a,
14934cc3-0c33-4ae4-8239-ff3151c21549,
edbc660c-e33b-435a-9817-e514b22dcacd,
9080ff3e-a360-4c85-a308-f0310cc94cf5,
76e596df-5478-430a-b790-0169c2e582cd,
9df1091b-5b75-4b85-8805-3f27e567e653,
b22b8ca3-8901-49ed-96af-dc83d9898272,
c1e6e269-c980-4429-9115-444500c4c457,
941e0633-66e3-4a34-bd9f-784f23bc5bef,
f116f083-4651-4941-b765-4e819f60f29d,abuse_group_12_evasive_proxy
9b17b4b2-fb14-475f-9eb2-e6dd90a78636,
48b6c2b6-a26b-4434-a29a-d4086977754b,
842d6576-10d3-4958-8ae6-a3946035380c,
be677aab-308e-4e50-8a8e-47a9671b30d0,
be337e80-cca1-4a9a-b642-4dafd34e7ecb,
315ce72a-d605-4b99-84e3-ddddc8a33024,
f705092d-b74e-430c-a4f2-f50e13b24310,
7ff81b42-39db-4ee9-b1cc-eab0e5286e30,
b98c198d-98c5-42fa-a698-cfe8cc0de390,
8600f979-ac0f-48d9-8a4a-9455546ddaed,
67c9ab3e-48f7-4c14-a6dc-ceac7f309618,
67d8b964-d132-46ff-bf27-cfd93673ca2f,
d85e853b-096d-4328-8e92-7f8816780a88,
1704301d-d623-44ce-88f9-2d86cb0942c9,
0bb08f28-09b4-4cbe-9141-72c9186cde08,
b75736d9-2f15-4365-a5e7-0a55cbb27e42,
6ece822d-d3a7-477a-aa5b-901a21b41389,
91f47c4d-fd48-42c6-8310-aa40b691ccc7,
1ac618e6-dd01-4acd-b7a7-7939cde234ce,
7e0f4a28-fadf-4ee4-9da3-ffcc8b4667c6,
b5d96f44-d2c5-4bf8-98f9-2cad0747446a,
24a4e123-9437-46a4-8ff6-6242b02625da,
fb51de4e-4e6f-4f88-b18a-41387b275e39,
fbf569ca-721b-4bb9-9744-8b1562cf24e1,abuse_group_4_slow_drip
83b1333d-eee5-4794-823b-8033d2a1befb,
6397a890-33ac-40e8-a12f-0d5b52267cb0,
29f93a95-dcc5-4f68-a4ef-ac2ac21c8b30,
aae422ad-6d1b-4adb-9d71-1e3f0601483c,
9cb9b01d-bd74-4037-bf76-744b06fbbdc1,
710bf592-1771-42a6-a0d0-e0e6131f6dc5,
cba56cc3-816c-4e9e-906a-0e715c652aa1,
c482ce1f-9758-44c2-b9d6-94ee401dd8f5,
46d35c3b-215f-4a10-91e9-62a3256a663b,
c7476566-6766-459b-8152-6bc26b626daf,
3f9ea235-d1d9-44db-8f33-993a2de7cd10,
0574b2e1-0264-4fc5-b4a5-181b90f875d5,
706b0a17-3d7c-465c-a1ad-df4a3a18eb31,
a472dab8-70e6-406d-9a58-6fa6c3f477d5,
2f711ef7-9ea7-4783-96a0-abfa62b0e8d0,
8144f98d-20d7-4f13-87ec-8445227fbf30,
c5d811ba-3588-4c4b-a8bd-2848398463d5,
56e01259-ee5a-418f-9572-4b29d84ecfb2,
222e9b71-d67f-49a7-8710-9161d3b6426a,
cdba9592-3bf8-4547-b460-8e4f88b48f79,
57d9b5b5-6006-488d-a309-788e1324c26e,
de5358e1-5d58-41ce-93d1-5ec9c6ccb491,
8c250217-714b-4475-89a6-170707dbe2df,
40fa1f9a-b273-4147-abf5-5a9340f7d1f4,
ce880025-dc81-4d69-965b-e3144f3ecacc,
8948009b-f8e4-4d24-add9-5f719f906708,abuse_group_16_patient
a990486e-acc4-4b26-a694-ee4bab315b60,
dd8ac700-141b-47a2-b3be-de1df94749ce,
b1b5b958-a003-4189-ad8e-604347b7246a,
ee965386-be65-4fd9-a46e-2106d658327b,
a8fbf875-86d7-480a-8337-7ff0ff6bb506,
f7de2c69-2124-4211-874a-1244325dbd01,
1bbf17b2-dd92-4589-b3ce-02905af4d537,
78d03e93-9190-4afc-ac98-82ea428a8a19,
1b79a549-078a-43be-b004-1895df1dd315,
4e6c2794-655e-406d-8916-1ae82e892ba4,
ec4b56d9-241a-467a-9038-93ae10b8e3e0,
de29de2d-064f-401f-bd4a-317ff8dfceb5,
1918630f-30b2-4054-9d84-6b2d5e56f7f5,abuse_group_13_slow_drip
5192127d-6ef1-449b-bf3a-4a04b695749b,
2e18e74a-88ca-41b8-9699-f36a22d0d01f,
8b0024b2-f827-4ed5-baaa-a83ad33987a8,
69b8bad6-330a-47b2-b3e0-17cb95418aba,
836fa555-9d09-4921-8ba9-2a5273c646f3,
10bef59b-f539-4892-b46f-90b6cae2209f,
c330ae1b-59fc-40be-a221-d942f2f93d41,
